id	title	url	publisher	category	story	hostname	timestamp
165609	RPT-FOREX-Euro firm on safe-haven flow, expectation for inflation uptick	http://in.reuters.com/article/2014/04/28/markets-forex-idINL2N0NK18120140428	Reuters	b	dBeI4iCvcA98V6MVCm1nyKrXXye4M	in.reuters.com	1398765191455
80086	Philip Morris Axes Australian Cigarette Plant After 60 Years (1)	http://www.businessweek.com/news/2014-04-01/philip-morris-to-shut-australian-cigarette-plant-after-60-years	Businessweek	b	dSyY6Arm8Lerl8M_FuVrHZZU6BMjM	www.businessweek.com	1396429008988
58664	Arnold Schwarzenegger - Arnold Schwarzenegger Trained With Swat Team For  ...	http://www.contactmusic.com/story/arnold-schwarzenegger-trained-with-swat-team-for-sabotage_4128064	Contactmusic.com	e	d4DhwGkVE3Q8I6M_CYcqhaVpTxTpM	www.contactmusic.com	1396019786903
252628	RPT-BOJ's Iwata says will adjust policy if economy overheats	http://in.reuters.com/article/2014/05/26/japan-economy-boj-iwata-idINT9N0MW09020140526	Reuters	b	dpZRcBbLdANpLFMrLkHVXST964oUM	in.reuters.com	1401158044735
254912	Gay Dads' Brain Activity Pattern Resembles Both New Mothers And Fathers  ...	http://www.huffingtonpost.com/2014/05/26/gay-dads-brains-show-act_n_5393782.html	Huffington Post	m	dzjZ88HVxyWsOXMJEt6yxfeLNVlCM	www.huffingtonpost.com	1401174938550
82269	Kaley Cuoco Talks Ryan Sweeting Wedding, Henry Cavill Fling	http://www.huffingtonpost.com/2014/04/01/kaley-cuoco-ryan-sweeting-henry-cavill_n_5069112.html	Huffington Post	e	d1hgnRvvQUiJYLMVnePCD-957EB8M	www.huffingtonpost.com	1396439184286
240958	Euro falls to three-month low on German data, EU election uncertainty	http://www.reuters.com/article/2014/05/23/us-markets-forex-idUSBREA330R620140523	Reuters	b	dTxczyy7IFD1GqMWRf6M3oDLP31WM	www.reuters.com	1400858193453
153190	Xiaomi to Enter 10 New Countries as Expansion Accelerates (1)	http://www.businessweek.com/news/2014-04-23/xiaomi-to-enter-10-countries-as-smartphone-expansion-accelerates	Businessweek	t	dtjqYtd_KdTqE_MdOJl2XkqTO4kfM	www.businessweek.com	1398276445880
274449	Solange Knowles sparkles in silver as she walks her first red carpet since THAT  ...	http://www.dailymail.co.uk/tvshowbiz/article-2646819/Solange-beauty-silver-CFDAs-walks-red-carpet-THAT-night-Jay-Z-sensibly-stays-away.html	Daily Mail	e	dpUxN1FE2DEK1bMGKeLtzJgtGIVkM	www.dailymail.co.uk	1401896876882
34681	RPT-WRAPUP 5-French satellite image also shows possible plane debris	http://in.reuters.com/article/2014/03/23/malaysia-airlines-wrapup-5-pictures-tv-g-idINL4N0MK0AC20140323	Reuters	b	dx-dgpjwhPTym3MiI6I2HolKsFQMM	in.reuters.com	1395616646553
118586	David Fincher Departs From Directing Steve Jobs Biopic	http://www.contactmusic.com/article/david-fincher-departs-from-directing-steve-jobs-biopic_4156470	Contactmusic.com	e	dd9waYlQXbThUEMWoBBlIn_vyAtSM	www.contactmusic.com	1397587568117
154554	Tori Spelling - Tori Spelling devastated by Dean's cheating	http://www.contactmusic.com/story/tori-spelling-devastated-by-dean-s-cheating_4165081	Contactmusic.com	e	dj0RZTvDxuUGfOM4EPU3WeaodHyVM	www.contactmusic.com	1398285335429
106769	Captain America: Wise and Wickedly Funny	http://www.huffingtonpost.com/lorraine-roe/captain-america-wise-and-_b_5107033.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	dZDSEt_IAxf7X_M884Rx4e2vdXY6M	www.huffingtonpost.com	1397353284838
390169	17 Times Zach Braff's 'Wish I Was Here' References 'Garden State'	http://www.huffingtonpost.com/2014/07/16/wish-i-was-here-garden-state_n_5591435.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	dWc6PsgbZF3jHXMbPiEGYOS0t-5LM	www.huffingtonpost.com	1405654225126
337786	Who runs the world? Beyoncé tops Forbes most powerful celebrities list beating  ...	http://www.dailymail.co.uk/tvshowbiz/article-2675331/Beyonc-tops-Forbes-powerful-celebrities-list-beating-husband-Jay-Z-billionaire-businessman-Dr-Dre.html	Daily Mail	e	dkWWotj5ZZYtigM9Tcoe2NoR1P59M	www.dailymail.co.uk	1404170399602
270636	'Most fans are just wonderful!' Angelina Jolie insists she will NOT beef up  ...	http://www.dailymail.co.uk/tvshowbiz/article-2647602/Angelina-Jolie-insists-NOT-beef-security-Brad-Pitt-attack.html	Daily Mail	e	d7SbUKanRaD34YMwE64lo09d_qCnM	www.dailymail.co.uk	1401828892083
24886	Hong Kong Stocks Rise as Tencent Rebounds, Rail Companies Gain	http://www.businessweek.com/news/2014-03-17/hong-kong-stocks-little-changed-developers-drop-tencent-gains	Businessweek	b	dQ2G6f4gGoU3Q1MB68WoJ07wD5MiM	www.businessweek.com	1395320038694
46043	Captain America star Chris Evans, 32, to quit acting when Marvel deal ends	http://www.dailymail.co.uk/tvshowbiz/article-2589637/Captain-America-star-Chris-Evans-32-quit-acting-Marvel-deal-ends.html	Daily Mail	e	d6pcNZNyENSwO2M8wZvd9iZvcv5oM	www.dailymail.co.uk	1395832870269
275373	Mystery Over: GWAR Singer David Brockie Killed By Accidental Heroin Overdose	http://www.contactmusic.com/article/david-brockie-gwar-killed-by-accidental-heroin-overdose-oderus-urungus_4229146	Contactmusic.com	e	d1Y4OH8mPreO_fMGVWzqkf-Q-KuYM	www.contactmusic.com	1401904625667
415158	Robert Downey Jr - Robert Downey Jr. Pays Tribute To Richard Attenborough	http://www.contactmusic.com/story/robert-downey-jr-pays-tribute-to-richard-attenborough_4339844	Contactmusic.com	e	dbHOikp-8sfTgKMv9bRVs2axzxkpM	www.contactmusic.com	1409018822539
79298	Jack White Announces His New Album 'Lazaretto' To Be Released In The Uk On  ...	http://www.contactmusic.com/press/jack-white-announces-his-new-album-lazaretto-to-be-released-in-the-uk-on-the-9th-june-2014	Contactmusic.com	e	dRS3GSCxLNR6asMexFq_MgOKN3xvM	www.contactmusic.com	1396383485750
196510	Adecco rallies as European shares advance	http://www.reuters.com/article/2014/05/08/markets-europe-stocks-idUSL6N0NU1OX20140508	Reuters	b	dk4owFClCY8fpmMeJ3SHsDptJDeeM	www.reuters.com	1399622969452
341070	Investors begin prep for BNP Paribas Additional Tier 1 bond	http://in.reuters.com/article/2014/07/01/france-bonds-idINL6N0PC2P320140701	Reuters	b	dC1SZXZyPcsh8zMMOjBBXHsrl0u3M	in.reuters.com	1404237176596
57111	UPDATE 1-Euro zone private sector loans contract further in Feb -ECB	http://in.reuters.com/article/2014/03/27/eurozone-m-idINL5N0MO24420140327	Reuters	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	in.reuters.com	1396014023049
73620	April Fools' Day: A guide to the best and worst pranks on the Internet this year  ...	http://www.dailymail.co.uk/news/article-2594020/The-Definitive-Guide-To-Every-April-Fools-Day-Prank-On-The-Internet-This-Year.html	Daily Mail	t	dD9pdkBrpINZo9M_JPc2LgyxsJeOM	www.dailymail.co.uk	1396343972656
265706	'It was a fantastic seven years!' Chelsea Handler reveals her late night chatshow  ...	http://www.dailymail.co.uk/tvshowbiz/article-2642115/Chelsea-Handlers-late-night-chatshow-end-August.html	Daily Mail	e	dOTOBlgWJ4ohfJM5qOUy7wwF-HZOM	www.dailymail.co.uk	1401366681062
398350	The moment two women trapped on railroad bridge escaped death after diving  ...	http://www.dailymail.co.uk/news/article-2709804/Video-Two-Indiana-women-survive-run-train.html	Daily Mail	b	d0wKJgXgtUg1wIMfsnyLLmyvo-LWM	www.dailymail.co.uk	1406713367144
92370	What is the mystery light on Mars? Distant 'glow' seen in Curiosity rover's latest  ...	http://www.dailymail.co.uk/sciencetech/article-2599572/Light-Mars-Is-distant-glow-seen-Curiosity-rovers-latest-photo-proof-IS-intelligent-life-red-planet.html	Daily Mail	t	d6xrt7e423mM2IM3yRFebxWgPumcM	www.dailymail.co.uk	1396991890009
343618	Pain killer prescription practices vary widely among US states- study	http://in.reuters.com/article/2014/07/01/usa-health-painkillers-idINL2N0PC19920140701	Reuters	m	dc2hk5wd7HIkM_MipuXGFwMCOdJ6M	in.reuters.com	1404262556430
4946	"TIMELINE-The FX ""fixing"" scandal"	http://in.reuters.com/article/2014/03/11/forex-fixing-idINL6N0M71KO20140311	Reuters	b	dBxpRXe8n64NSYMS2ELgYC0Mp3ySM	in.reuters.com	1394573596667
33782	So This Is What Twitter Has To Say About The #WorldsMostTalkedAboutCouple	http://www.huffingtonpost.com/2014/03/22/kim-and-kanye-vogue-cover_n_5008278.html	Huffington Post	e	dZb2_s9dDbThg9MBPaZNXVQ9XIdYM	www.huffingtonpost.com	1395521499062
156065	Draghi Says Weaker Inflation Could Trigger Broader Asset Buying	http://www.businessweek.com/news/2014-04-24/draghi-says-weaker-inflation-could-trigger-broader-asset-buying	Businessweek	b	dWRyJdD6XIB_OYMqdCPjs-p5KsN3M	www.businessweek.com	1398336108290
195099	Seth Rogen - Seth Rogen reveals original Bad Neighbours script	http://www.contactmusic.com/story/seth-rogen-reveals-original-bad-neighbours-script_4184628	Contactmusic.com	e	douR8bEFOA2ScIMoUzCsLgb-WgiDM	www.contactmusic.com	1399573930596
286325	Google to get in shape: Firm set to announce Google Fit platform next week in  ...	http://www.dailymail.co.uk/sciencetech/article-2657335/Google-shape-Firm-set-announce-Google-Fit-platform-week-bid-beat-Apple-hi-tech-fitness-battle-goes-here.html\?ITO=1490&amp;ns_mchannel=rss&amp;ns_campaign=1490	Daily Mail	t	dOMkQnAy5OtsetMz1kvzcNIU8VwmM	www.dailymail.co.uk	1402803568182
137601	The Earliest Picture of Jesus on the Cross	http://www.huffingtonpost.com/john-shore/the-earliest-picture-of-jesus-on-the-cross_b_5173267.html	Huffington Post	e	d86mY8F5NtaSAMMd7-bPjN8MVruJM	www.huffingtonpost.com	1397893949598
311091	Fitch: Technical Failures Most Likely Outcome of ECB Stress Test	http://in.reuters.com/article/2014/06/24/fitch-technical-failures-most-likely-out-idINFit70584320140624	Reuters	b	d3tIMfB2mg-9MZM4G_jGTEiRVl3jM	in.reuters.com	1403633886874
332917	Pharrell, Alsina, Nyong'o early winners at BET awards	http://www.reuters.com/article/2014/06/30/us-television-betawards-idUSKBN0F504620140630	Reuters	e	dbioztmajxtn9ZMTyQMMAgwGypQjM	www.reuters.com	1404095289336
49146	Dakota Johnson rocks a low-key look in ripped jeans and a tee... as first footage  ...	http://www.dailymail.co.uk/tvshowbiz/article-2589799/Dakota-Johnson-rocks-low-key-look-ripped-jeans-tee-footage-Fifty-Shades-Grey-movie-unveiled-CinemaCon.html	Daily Mail	e	dys4Wbtupi5CMGMlnwThAOsgRoHzM	www.dailymail.co.uk	1395885971932
248606	Oculus, India, Sanrio, NFL, Vimeo: Intellectual Property	http://www.businessweek.com/news/2014-05-23/oculus-india-sanrio-nfl-vimeo-intellectual-property	Businessweek	t	dC8_vHCG2nMpZLMoL1srw88__48UM	www.businessweek.com	1400989282202
339508	UPDATE 1-US pending home sales hit eight-month high in May	http://in.reuters.com/article/2014/06/30/usa-economy-housing-idINL2N0PB0OG20140630	Reuters	b	df11Y3L3aG3-BpM2t7zJ9lpz_k_6M	in.reuters.com	1404224678696
14492	Chris Pine gets six month driving ban after pleading guilty to DUI charge in New  ...	http://www.dailymail.co.uk/tvshowbiz/article-2582361/Chris-Pine-gets-six-month-driving-ban-pleading-guilty-drink-driving-charge-New-Zealand.html	Daily Mail	e	dwXznuDZkJ7M3kM6wa_cKyGn1pnKM	www.dailymail.co.uk	1395062976897
393351	Deutsche Bank expects challenges for investment banking to persist	http://in.reuters.com/article/2014/07/29/deutsche-bank-results-trading-idINL6N0O84KG20140729	Reuters	b	dgASKzBdZdndrZMvlMt-lghTkGFSM	in.reuters.com	1406630021047
344615	Private sector adds 281000 jobs in June: ADP	http://www.reuters.com/article/2014/07/02/us-usa-economy-employment-adp-idUSKBN0F716E20140702	Reuters	b	deu40OMDcMQK_iM3u46our_nd-T7M	www.reuters.com	1404309342786
263955	"UPDATE 3-Australia says missing Malaysia plane not where ""pings"" heard"	http://in.reuters.com/article/2014/05/29/malaysia-airlines-update-3-pictures-grap-idINL3N0OF04620140529	Reuters	b	d4TYDTjL_fICshM9X6RHSiRf9kzqM	in.reuters.com	1401355560382
106447	Rob Kardashian - Rob Kardashian to move in with sister Khloe	http://www.contactmusic.com/story/rob-kardashian-to-move-in-with-sister-khloe_4147688	Contactmusic.com	e	dhV00fHeJrpJouMbiCyELUnOHlR7M	www.contactmusic.com	1397352315983
71793	UPDATE 3-World court orders halt to Japan's scientific whaling	http://www.reuters.com/article/2014/03/31/japan-australia-whaling-idUSL5N0MS2A820140331	Reuters	t	dqoEN8WHoSSePPMej4C6wSjWcolPM	www.reuters.com	1396289068308
230529	The price of oil fell slightly ahead of the latest report on supplies in the US	http://www.huffingtonpost.com/huff-wires/20140520/oil-prices/\?utm_hp_ref=style&amp;ir=style	Huffington Post	b	do0gIm-GVGOFSJM5yxaw_bpuv_xeM	www.huffingtonpost.com	1400683767026
83164	US FDA advisers back MannKind's inhaled diabetes drug	http://www.reuters.com/article/2014/04/01/us-mannkind-fda-diabetes-idUSBREA301Z620140401	Reuters	m	d1BXzZNXVpB1WOMHkV7Xp4fII7bCM	www.reuters.com	1396443565713
126041	OpenSSL Vulnerability Hits the Web Unexpectedly	http://www.huffingtonpost.com/alex-ivanovs/openssl-vulnerability-hit_b_5112006.html\?ir=Huffpost+Code	Huffington Post	t	duDkuRAaz47Bz_M2zeJM36-n3uzQM	www.huffingtonpost.com	1397709319370
371431	Unusual mix of negative growth, strong jobs -Fed's Kocherlakota	http://www.reuters.com/article/2014/07/08/usa-fed-kocherlakota-idUSN9N0NS00420140708	Reuters	b	dNJB5f4GzH0jTlMeEyWcKVpMod5UM	www.reuters.com	1404896813725
299385	Of Course Mike 'The Situation' Sorrentino Was Arrested In A Tanning Salon	http://www.huffingtonpost.com/2014/06/17/mike-the-situation-arrested_n_5505190.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	dNIsNbpbpEdy-UML1d73-4qZmTcRM	www.huffingtonpost.com	1403081916078
16585	Kiwi Leads Currency Gains as Putin Speech Boosts Risk Appetite	http://www.businessweek.com/news/2014-03-18/yen-advances-as-putin-supports-crimea-s-request-to-join-russia	Businessweek	b	dRTZ0w4GoiEU4mMdDdFsQdKio-8wM	www.businessweek.com	1395157936542
365660	True Blood's Joe Manganiello Shines Light On Dramatic Season 7 Premiere  ...	http://www.contactmusic.com/article/true-blood_4275183	Contactmusic.com	e	dOlPX7cXNUTt5yMt55WDrm3t5nvPM	www.contactmusic.com	1404765033705
334199	US STOCKS-S&P 500, Dow dip as DuPont warns; Nasdaq edges up	http://www.reuters.com/article/2014/06/27/markets-usa-stocks-idUSL2N0P81C320140627	Reuters	b	dSUPr0XpohuZenMyF4Kcecf3lr76M	www.reuters.com	1404144866242
109140	Chris Martin - Chris Martin was 'very much at ease'	http://www.contactmusic.com/story/chris-martin-was-very-much-at-ease_4151509	Contactmusic.com	e	d1lCBlybARho3nMXdYowFy6RqxvgM	www.contactmusic.com	1397407033446
250069	RPT-Wall St Week Ahead-Fear strikes out on Wall Street	http://in.reuters.com/article/2014/05/25/usa-stocks-weekahead-idINL1N0O91WF20140525	Reuters	b	dTBOUwDhRd1uXWMhUt1fthQh22viM	in.reuters.com	1401042804333
67072	Home > Chris Martin > Chris Martin Hoping To Fix Marriage?	http://www.contactmusic.com/story/chris-martin-hoping-to-fix-marriage_4130675	Contactmusic.com	e	dOaGRrWKGG1_RVM7pVkCqMMd9xezM	www.contactmusic.com	1396183321173
237256	Another medical use for cannabis as scientists find it helps reduce seizures in  ...	http://www.dailymail.co.uk/health/article-2636067/Another-medical-use-cannabis-scientists-helps-reduce-seizures-people-severe-epilepsy.html\?ITO=1490&amp;ns_mchannel=rss&amp;ns_campaign=1490	Daily Mail	m	dJT9tG5vu7J0_1MIa-Z1sN08zeIuM	www.dailymail.co.uk	1400769396522
390913	PRECIOUS-Gold rebounds on bargain hunting after two-day tumble	http://in.reuters.com/article/2014/07/16/markets-precious-idINL4N0PR2A420140716	Reuters	b	dkCazw3sRu0_jOMxlU1y2ptNf2sjM	in.reuters.com	1405699669859
345460	UPDATE 2-US sues T-Mobile USA, alleges bogus charges on phone bills	http://www.reuters.com/article/2014/07/01/tmobile-ftc-idUSL2N0PC1SP20140701	Reuters	t	dU6ewAz_2XbKBYMwAUf2mG_YOjeCM	www.reuters.com	1404314889167
195572	How to Convince a Loved One With Alzheimer's Symptoms to Go to the Doctor	http://www.huffingtonpost.com/marie-marley/how-to-convince-a-loved-o_b_5266129.html	Huffington Post	m	dFeCSktom_IKhVMBJwjzNYWUO2hKM	www.huffingtonpost.com	1399577000319
22928	'The Voice' Battles: Competition Heats Up As Adams Steals From Shakira	http://www.contactmusic.com/article/the-voice-us-battle-round-recap-adam-levine-blake-shelton-usher-shakira_4116601	Contactmusic.com	e	dLxMdRhl3BZwuPMVJRn9RZH85DWNM	www.contactmusic.com	1395238004129
289934	UPDATE 1-Williams Cos to buy stake in Access Midstream Partners for $3 bln  ...	http://in.reuters.com/article/2014/06/14/accessmidstream-deals-idINL2N0OV02R20140614	Reuters	b	dpuJWeRzTm_B3OM1gAojx4NGrz6vM	in.reuters.com	1402915925470
75788	Album of unheard Michael Jackson songs to be released in May	http://in.reuters.com/article/2014/04/01/us-michaeljackson-idINBREA2U1ET20140401	Reuters	e	dFk0Ll0n-592zeMJOKU3kz1OkHGCM	in.reuters.com	1396356548670
125451	S&P 500 Gains for Third Day on Yahoo Earnings, Factory Report	http://www.businessweek.com/news/2014-04-16/u-dot-s-dot-stock-index-futures-climb-as-yahoo-intel-gain-on-earnings	Businessweek	b	dq6FiYbiv9LyFUM5oONqwVQijLkyM	www.businessweek.com	1397707338823
36457	L'Wren Scott misled Mick Jagger over secret loan	http://www.dailymail.co.uk/news/article-2587074/Revealed-LWren-misled-Jagger-secret-loan-family-clashes-rock-star-final-resting-place.html	Daily Mail	e	dGFDx_B653bYqIMSkbEZ8bq9z2_dM	www.dailymail.co.uk	1395625366722
292978	Harrison Ford's Broken Ankle Will Keep Him Away From 'Star Wars' For 2 Months	http://www.huffingtonpost.com/2014/06/16/harrison-ford-broken-ankle_n_5500286.html	Huffington Post	e	d5sPiElzoSD0QhMqVo2Dy9i2LFoBM	www.huffingtonpost.com	1402951780059
352580	Beyonce and Jay-Z Are Perfectly Imperfect in 'On The Run'	http://www.huffingtonpost.com/stephen-grant/beyonce-and-jay-z-are-perfectly-imperfect_b_5551915.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	dITwFC605fYT0CM7vjCojyB27rL4M	www.huffingtonpost.com	1404403217623
311118	Fitch Downgrades Tesco to 'BBB'; Stable Outlook	http://www.reuters.com/article/2014/06/23/fitch-downgrades-tesco-to-bbb-stable-out-idUSFit70533120140623	Reuters	b	d3tIMfB2mg-9MZM4G_jGTEiRVl3jM	www.reuters.com	1403633894320
138741	Lawyer: Bryan Singer Not In Hawaii During Sexual Assault Claim	http://www.huffingtonpost.com/2014/04/18/bryan-singer-sex-assault-hawaii_n_5175940.html	Huffington Post	e	d05iElXUvaqJIAM0FcCTaMwx2q2wM	www.huffingtonpost.com	1397899628581
74570	Is 'How I Met Your Mother' The Best Ensemble Cast Show Ever?	http://www.contactmusic.com/article/how-i-met-your-mother-joins-best-shows-all-time_4133137	Contactmusic.com	e	dTNDcFkxpMIrspMnwiCGlmdKoRuiM	www.contactmusic.com	1396349515070
344896	Italians demand transport of Syrian chemical weapons to their port is aborted	http://www.dailymail.co.uk/news/article-2676787/Furious-Italians-demand-U-S-cargo-ship-transporting-Syrian-chemical-weapons-port-aborts-journey-fears-health.html\?ITO=1490&amp;ns_mchannel=rss&amp;ns_campaign=1490	Daily Mail	b	dQES9Dxz-6fwIyMVzg8MKo4t892fM	www.dailymail.co.uk	1404311433762
137167	Drones, cyborgs and genetically altered babies: The potential future  ...	http://www.dailymail.co.uk/news/article-2607343/Drones-cyborgs-genetically-altered-babies-The-potential-future-technologies-Americans-fear-hope-for.html	Daily Mail	t	dDnCAbkEED-rAcMoTID6ZvyBak8AM	www.dailymail.co.uk	1397891087800
274300	Are You John Mayer's Ex? He Dares You To Write A Song About Him	http://www.contactmusic.com/article/john-mayer-responds-t-katy-perry-plans-to-write-break-up-song-about-relationship_4229301	Contactmusic.com	e	dWkvSq4f9Wb5WIMLt95JylRlWfrTM	www.contactmusic.com	1401896642055
33510	DETROIT (AP) — An arrest warrant has been issued for Grammy Award-winning  ...	http://www.huffingtonpost.com/huff-wires/20140321/us--people-anita-baker/\?utm_hp_ref=sports&amp;ir=sports	Huffington Post	e	df79nh7zWl8EzrMUAcqruDB5G1-hM	www.huffingtonpost.com	1395520560386
94662	Six Studios Suing Megaupload's Kim Dotcom Over Copyright Infringement	http://www.contactmusic.com/article/megaupload-website-sues-kim-dotcom-copyright-infringement_4144489	Contactmusic.com	e	dls-41TCqGCEGEMtx9WB9XsmuWukM	www.contactmusic.com	1397001121204
19156	Mick Jagger Posts Touching Tribute To L'Wren Scott Following Her Tragic Death	http://www.huffingtonpost.com/2014/03/18/mick-jagger-tribute-lwren-scott_n_4986772.html	Huffington Post	e	duoVlmDbjSvmjhM6ulaqJqHcgdYQM	www.huffingtonpost.com	1395165290133
272641	FOREX-Euro gets a respite after euro zone inflation data	http://in.reuters.com/article/2014/06/03/markets-forex-idINL1N0OK0ST20140603	Reuters	b	dLLmuV7pAbIxUoM_GdCJpbx_o3WvM	in.reuters.com	1401882973695
411055	Hilary Duff - Hilary Duff Writes New Song About Marriage Split	http://www.contactmusic.com/story/hilary-duff-writes-new-song-about-marriage-split_4308437	Contactmusic.com	e	dEiZz5FKpx_X0HMHwA-GWeb9S6zLM	www.contactmusic.com	1406933912660
236042	Will Smith, Jada Pinkett Smith Under Investigation By Child Services After Photo  ...	http://www.huffingtonpost.com/2014/05/21/will-smith-jada-pinkett-smith-investigation_n_5366162.html	Huffington Post	e	dhcRfc_4bSn9uUMh0TXYswS5MN4dM	www.huffingtonpost.com	1400762296177
228960	Charlize Theron reveals son Jackson's nickname is 'the little Republican'... as he  ...	http://www.dailymail.co.uk/tvshowbiz/article-2634518/Charlize-Theron-reveals-son-Jacksons-nickname-little-Republican-saying-no.html	Daily Mail	e	d48X4Y8QdpD97BMbJTN7TCubWn8PM	www.dailymail.co.uk	1400653316650
419188	IBM's Watson Goes From Jeopardy Player to Scientist Used by J&J	http://www.businessweek.com/news/2014-08-27/ibm-s-watson-goes-from-jeopardy-player-to-scientist-used-by-j-and-j	Businessweek	t	dP0q2brGTGLEghMvKS-evLHEQrhkM	www.businessweek.com	1409204278074
320023	"Clint Eastwood: ""Eli Wallach Was A Wonderful Guy and Actor"""	http://www.contactmusic.com/article/clint-eastwood-eli-wallach-was-a-wonderful-guy-and-actor_4260127	Contactmusic.com	e	dpIU4Dodb3Z_GzMNaK7XhtIX-jK3M	www.contactmusic.com	1403796569822
175652	'I love him very much': Emma Stone on Andrew Garfield	http://www.dailymail.co.uk/video/tvshowbiz/video-1092819/I-love-much-Emma-Stone-Andrew-Garfield.html	Daily Mail	e	d4CWWKTaH0GSQbMGjNMHnxYmfazAM	www.dailymail.co.uk	1398880550144
88770	Google takes aim at the living room with Android TV in battle with Amazon and  ...	http://www.dailymail.co.uk/sciencetech/article-2599256/Google-takes-aim-living-room-Android-TV-battle-Amazon-Apple.html	Daily Mail	t	d7UfLpF1W3_ykyMNzOxfasRDfggJM	www.dailymail.co.uk	1396934280449
146652	Detroit Turns Inward: Ford Puts a Lifer in the Driver's Seat	http://www.businessweek.com/articles/2014-04-21/mark-fields-to-become-fords-new-ceo-as-detroit-turns-inward	Businessweek	b	dmEU-iO68ZkwuvMqta5j9d20tUWeM	www.businessweek.com	1398158274456
16027	Walking The Uninsured Through Obamacare Sign-Ups Is Tiring And Tedious. It  ...	http://www.huffingtonpost.com/2014/03/17/uninsured-obamacare_n_4966578.html\?utm_hp_ref=business	Huffington Post	b	dUGqnyCCIa_a8XM3oYqtaQwB6dXJM	www.huffingtonpost.com	1395155298046
267988	Treasuries Drop a 4th Day on Speculation Rally Gains Excessive	http://www.businessweek.com/news/2014-06-02/treasury-volatility-rises-as-notes-give-back-some-of-2014-s-gain	Businessweek	b	dcsMG9k5ZBTI_3MnrLtLtLyQXPgnM	www.businessweek.com	1401809616760
57106	Italian Bonds Advance With European Peers on ECB Stimulus Bets	http://www.businessweek.com/news/2014-03-27/italian-bonds-rise-with-european-counterparts-on-stimulus-bets	Businessweek	b	d_yCfTJxDUFGs_MQrL1DnBRuBd_eM	www.businessweek.com	1396014021341
245278	Australia Set to Fund Second Clean-Energy Project at Remote Mine	http://www.businessweek.com/news/2014-05-23/australia-set-to-fund-second-clean-energy-project-at-remote-mine	Businessweek	b	dRrnOt8Hyj9zGoMs6B8Y6mb2KC-eM	www.businessweek.com	1400927352715
101856	Fitch Affirms Tula Region at 'BB'; Outlook Stable	http://in.reuters.com/article/2014/04/11/fitch-affirms-tula-region-at-bb-outlook-idINFit69601620140411	Reuters	b	dSAALz3Yg1Ijh5MZVzXN3nqotlp2M	in.reuters.com	1397290889091
137817	Gwen Stefani Joining 'The Voice' As A Coach To Replace Christina Aguilera	http://www.contactmusic.com/article/gwen-stefani-the-voice-coach_4160719	Contactmusic.com	e	ddyxyFpIN1_xASMQ3Kws3z-lKYbGM	www.contactmusic.com	1397895616603
24795	EBay Applauds Icahn's Retreat From Push to Separate PayPal Unit	http://www.businessweek.com/news/2014-03-19/ebay-applauds-icahn-s-retreat-from-push-to-separate-paypal-unit	Businessweek	b	dk6y3_aZG019RyMue5rnjOjxIwl3M	www.businessweek.com	1395319454687
50878	CORRECTED-Ally Financial IPO to raise up to $2.66 bln	http://www.reuters.com/article/2014/03/27/ally-financial-ipo-idUSL4N0MO36J20140327	Reuters	b	d_iR-3SNitL0XpMhHYUo-DTelAK1M	www.reuters.com	1395947681800
376029	George Clooney Pens Op-Ed Addressing Marriage Rumors, Calls Daily Mail  ...	http://www.huffingtonpost.com/2014/07/09/george-clooney-op-ed-rumors-marriage_n_5569870.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	d-8MyxykhnG98yMM55pOEPA7TH01M	www.huffingtonpost.com	1404981439474
132578	Four Years After the BP Oil Spill, Hope for a Full Recovery in the Gulf Remains  ...	http://www.huffingtonpost.com/kara-lankford/four-years-after-the-bp-o_b_5167490.html\?utm_hp_ref=green	Huffington Post	b	dZbQKJkqNGds8RMs5-0ml2LslPoXM	www.huffingtonpost.com	1397827086698
278105	AT&T, Comcast Have Spotty Record Of Providing Internet To Rural And Poor	http://www.huffingtonpost.com/2014/06/12/att-comcast-mergers_n_5484595.html	Huffington Post	t	dd2PpeLMCRaFoOM4S_2JyXBEvsgsM	www.huffingtonpost.com	1402668938023
97896	House of Cards Fails at Legislative Intrigue in Its Bid for More Handouts From  ...	http://www.businessweek.com/articles/2014-04-08/house-of-cards-fails-at-legislative-intrigue-in-bid-for-more-handouts-from-maryland	Businessweek	t	dGARGeNtJm3oezMFAgrVrMtJiqq2M	www.businessweek.com	1397235724542
84185	UPDATE 3-Holcim, Lafarge agree merger to create cement giant	http://www.reuters.com/article/2014/04/07/lafarge-holcim-idUSL6N0MZ0V920140407	Reuters	b	dG7Vj4iyby8SfiMXKt-Bvpfq_tziM	www.reuters.com	1396870270885
253059	Thomas Piketty: Attack On My Work Is 'Just Ridiculous'	http://www.huffingtonpost.com/2014/05/26/piketty-financial-times-attack_n_5393069.html	Huffington Post	b	d_YPtA19W2cCWlMTd1NeTJG_0zNLM	www.huffingtonpost.com	1401162099882
